"","tit","voto_IMDB","num_IMDB"
"21363","IL TRIONFO DI MACISTE ","4.2","80"
"21364","IL CONQUISTATORE D'ORIENTE ","3.6","69"
"21365","Arriva la banda ",NA,NA
"21366","TRAGUARDI DI GLORIA ",NA,NA
"21367","METEMPSYCO ","5.1","161"
"21368","TRE MORTI PER GIULIO ","6.2","615"
"21369","LA MORTE SALE IN ASCENSORE ","7.2","121"
"21370","IL FUOCO SOTTO LA PELLE ","5.1","10"
"21371","Liolà ",NA,NA
"21372","UNE FEMME COQUETTE ","6.5","355"
"21373","Io amo, tu ami... ","6.9","8"
"21374","EUROPA DI NOTTE ","7.1","37"
"21375","LE FURIE ","7.4","2375"
"21376","DIE SELTSAMEN ABENTEUER DES HERRN FRIDOLIN ","7.4","16"
"21377","Amore e chiacchiere ","6.1","58"
"21378","La fortuna di essere donna ","5.8","219"
"21379","Peccato che sia una canaglia ","6.8","647"
"21380","LE TRE SPADE DI ZORRO ","4.3","54"
"21381","Armi contro la legge ","6","7"
"21382","L'ASSASSINO DEL DOTT HICHTCKOK ",NA,NA
"21383","L'OCCHIO IPNOTICO ","5.8","564"
"21384","IL COLOSSO DI BAGDAD ","5.5","68"
"21385","GIAGUARO ","5.4","31"
"21386","LA FRECCIA SULLA CROCE ","5.4","47"
"21387","LEMORA LA METAMORFOSI DI SATANA ","6.5","1733"
"21388","I misteri di Roma ",NA,NA
"21389","COLPO PROIBITO ","6.2","93"
"21390","FINO ALL'ULTIMO ","6.5","80"
"21391","LO STRANO CASO DI DAVID GORDON ","6.5","40"
"21392","UNA PISTOLA PER UN VILE ","6.1","385"
"21393","L'URLO DEL GABBIANO ","6","54"
"21394","LA GRANDE PRIGIONE ","7","49"
"21395","IL PREZZO DELLA PAURA ","6.3","183"
"21396","GLI SCIACALLI ","6.2","63"
"21397","IL PESCATORE DI HAITI ","5.5","39"
"21398","RAPIMENTO A PARIGI ",NA,NA
"21399","VIVERE ANCORA ",NA,NA
"21400","VI SALUTO DALL'ALTRO MONDO ",NA,NA
"21401","SI CHIUDE ALL'ALBA ",NA,NA
"21402","PORTE CHIUSE ",NA,NA
"21403","UNA VISITA ","7.3","42"
"21404","IL SOGNO DI UNA NOTTE D'INVERNO ","7.5","70"
"21405","LA CATENA DELLE RACCOMANDAZIONI ","8.1","44"
"21406","HACHI NO SU NO KODOMO TACHI ",NA,NA
"21407","I FIGLI DI HIROSHIMA ",NA,NA
"21408","SHONEN-KI ","6.8","796"
"21409","IMA HITOTABI NO ","7.1","19"
"21410","L'ECOLE BUISSONNIERE ","6.6","369"
"21411","INAZUMA ","7.7","426"
"21412","L'ECHAFAUD PEUT ATTENDRE ",NA,NA
"21413","KITTY ",NA,NA
"21414","KING SIZE CANARY ","7.6","1449"
"21415","DOROTHEE CHERCHE L'AMOUR ",NA,NA
"21416","FRAUENARZT DR. PRAETORIUS ","7.3","72"
"21417","DOCTEUR LAENNEC ","6.4","12"
"21418","LE DIABLE SOUFFLE ","7.2","32"
"21419","LE DIABLE BOITEUX (T.O.) ",NA,NA
"21420","DEUX SOUS DE VIOLETTES ","7","13"
"21421","Detour ","6.2","4385"
"21422","Le destin execrable de Guillemette Babin ","6.8","6"
"21423","IL RITRATTO DELLA SIGNORA YUKI ","7.3","313"
"21424","LES DESASTRES DE LA GUERRE ",NA,NA
"21425","LES DERNIERES VACANCES ","6.4","25388"
"21426","IL RAGAZZO E L'AQUILA ",NA,NA
"21427","Utamaro o meguru gonin no onna ","7.3","947"
"21428","LE DERNIER SOU ","7","5"
"21429","GUN CRAZY ","7.7","9867"
"21430","DEDEE D'ANVERS ","7.1","309"
"21431","DEBURAU ","6.7","50"
"21432","TANZ INS GLUCK ",NA,NA
"21433","YOUNG DANIEL BOONE ","5.3","16"
"21434","DANGER DE MORT ","5.5","141"
"21435","PERFIDIA ","7.4","3367"
"21436","LA SIGNORA MUSASHINO ","7.5","521"
"21437","I LOVE MELVIN ","6.8","594"
"21438","Crin Blanc ","7.4","1790"
"21439","CRIMINAL COURT ","5.9","246"
"21440","LES CRIMES DE L'AMOUR ","5.4","7"
"21441","LE CRIME DES JUSTES ",NA,NA
"21442","CRAINQUEBILLE ","7.2","290"
"21443","Le couple idéal ","6.8","60"
"21444","LES CORSAIRES DU BOIS DE BOULOGNE ","4.9","20"
"21445","CORBEAUX ET MOINEAUX (T.F.) ",NA,NA
"21446","SHUKUZU ","7.1","39"
"21447","LE CONTREMAITRE HASSAN ",NA,NA
"21448","CONTRE ENQUETE ","6","7"
"21449","CONTES FANTASTIQUES DE YOTSUYA ",NA,NA
"21450","CONGO BILL ","6.8","55"
"21451","LE COMEDIEN (T.O.) ",NA,NA
"21452","Anni perduti ","6.4","1007"
"21453","La Chute de la Maison Usher ","7","10253"
"21454","Il barbiere di Rio ","6.1","296"
"21455","Child of Divorce ","6.9","136"
"21456","CHICAGO DIGEST ","7.1","15"
"21457","JIM THORPE, ALL AMERICAN ","6.9","1649"
"21458","THE WAY TO THE STARS ","7.5","1142"
"21459","DIE FLEDERMAUS ","6.1","3530"
"21460","THE CAT THAT HATED PEOPLE ","7.2","664"
"21461","LES CHARMES DE L'EXISTENCE ","7","12"
"21462","IL CANTANTE DI JAZZ ","6.7","8002"
"21463","LAHN AL KHOULOUD ","7.4","51"
"21464","120 Rue de la Gare ","5.7","52"
"21465","LES CAVES DU MAJESTIC ","6.4","81"
"21466","LE CAVALIER DE CROIX-MORT ",NA,NA
"21467","SCREWBALL SQUIRREL ","7.2","746"
"21468","Carrefour du crime ",NA,NA
"21469","Karumen kokyo ni kaeru ","6.7","419"
"21470","LA CARCASSE ET LE TORD-COU ",NA,NA
"21471","Pionieri della California ","5.9","245"
"21472","The West Point Story ","6.2","1023"
"21473","IT GROWS ON TREES ","6.9","223"
"21474","Bronco Buster ","6","43"
"21475","COLPO DI FULMINE ","7.8","9419"
"21476","Brelan d'as ","6.7","144"
"21477","Branquignol ","4.8","174"
"21478","Blondine ","5.5","6"
"21479","Bibi Fricotin ","5.1","32"
"21480","Bertrand coeur de lion ","4.1","10"
"21481","LA BELLE DE CADIX ","6","60"
"21482","Bedlam ","6.7","1951"
"21483","LES BEAUX JOURS DU ROI MURAT ",NA,NA
"21484","THE BATTLE OF SAN PIETRO ","6.8","1622"
"21485","LE BATON ",NA,NA
"21486","KANIKO SEN ",NA,NA
"21487","La battaglia per la bomba atomica ","7.1","500"
"21488","Anjo-ke no Butokai ","7.4","239"
"21489","L'AVENTURIERE DU TCHAD ",NA,NA
"21490","LES AVENTURES DES PIEDS NICKELES ","5.2","11"
"21491","LES AVENTURES D'ANTAR ET ABLA ",NA,NA
"21492","L'AVENTURE DE CABASSOU ",NA,NA
"21493","Aux deux colombes ","6.8","53"
"21494","Honjitsu kyûshin ","7.7","26"
"21495","Aubervilliers ","6.9","16"
"21496","L'Auberge du péché ",NA,NA
"21497","Au grand balcon ","6.1","41"
"21498","LE MONTAGNE D'ARGENTO ",NA,NA
"21499","IL CONTESO DI BROOKLYN ",NA,NA
"21500","IL SEGRETO DI MARY HARRISON ","6.2","194"
"21501","Au coeur de l'orage ","6.8","16"
"21502","LES ATOUTS DE M. WENS ","5.4","12"
"21503","RIKUGUN ","6.6","239"
"21504","Arena ","4.8","11073"
"21505","L'arche de Noé ","6.6","583"
"21506","Tempesta di ghiaccio ","7.5","50161"
"21507","...och efter skymning kommer mörker ","6.8","13"
"21508","DIE SONNENBRUCKS ",NA,NA
"21509","ROMAN EINER JUNGEN EHE ","5.7","14"
"21510","MODELL BIANKA ","5.9","7"
"21511","DIE MEERE RUFEN ",NA,NA
"21512","DIE LETZTE HEUER ",NA,NA
"21513","IL TESORO DEL RIO DELLE AMAZZONI ","6.3","202"
"21514","LES ANCIENS DE SAINT LOUP ","6.2","89"
"21515","LES AMOUREUX SONT SEULS AU MONDE ","7","121"
"21516","L'AMOUR AUTOUR DE LA MAISON ",NA,NA
"21517","Admiral Ushakov ","7.1","140"
"21518","L'UOMO DELLA METEORA ",NA,NA
"21519","UNA APUESTA CON SATANAS ",NA,NA
"21520","COMO ATROPELLAS CACHAFAZ ",NA,NA
"21521","LA LUNAREJA ",NA,NA
"21522","A río revuelto ",NA,NA
"21523","PENAS DE AMOR ","6.5","40"
"21524","Ceramika ilzecka ","5.8","110"
"21525","ZLY CHLOPIEC ","4.7","34"
"21526","KIEDI TY SPISZ ","5.5","22"
"21527","Agence matrimoniale ","7.7","15"
"21528","LA RIVOLTA DI HAITI ","6.7","100"
"21529","QUANDO LE DONNE AMANO ","5.8","84"
"21530","HUE AND CRY ","6.9","1165"
"21531","L'ospedale del delitto ",NA,NA
"21532","Il museo dei sogni ","6.7","9"
"21533","Bambini in città ",NA,NA
"21534","SUL PALCOSCENICO APERTO ",NA,NA
"21535","WILSON ","5.8","8539"
"21536","WAIT 'TIL THE SUN SHINES, NELLIE ","7.2","210"
"21537","IL DUELLO SILENZIOSO ","7.5","2443"
"21538","The Time of Your Life ","6.4","968"
"21539","THE TALL TARGET ","7.3","1365"
"21540","SUMMER HOLIDAY ","6.1","1165"
"21541","STARS IN MY CROWN ","7.5","1475"
"21542","Tanto caro al mio cuore ","7.1","1083"
"21543","THE SENATOR WAS INDISCREET ","6.8","363"
"21544","MY GIRL TISA ","7","56"
"21545","MURDER, HE SAYS ","7.7","1480"
"21546","THE MAGNIFICENT YANKEE ","6.9","522"
"21547","NELLA POLVERE DEL PROFONDO SUD ","7.7","1678"
"21548","THE HITLER GANG ","7.2","93"
"21549","DONOVAN'S BRAIN ","6","1257"
"21550","CRIME BY NIGHT ","6.3","308"
"21551","THE CHEATERS ","7.1","480"
"21552","By the Light of the Silvery Moon ","7.1","1715"
"21553","THE BELLE OF NEW YORK ","6.2","730"
"21554","L'AFFASCINANTE BUGIARDO ","6.6","895"
"21555","Address Unknown ","7.3","3085"
"21556","KOZOS UTON ",NA,NA
"21557","MIETITURA NELLA COOPERATIVA DOZSA DI OROSHAZA ",NA,NA
"21558","VALASZTAS ELOTT (FALUSI AGITKA) ",NA,NA
"21559","L'OTTAVO PRIMO MAGGIO LIBERO ",NA,NA
"21560","UNA DELEGAZIONE SOVIETICA PER L'AGRICOLTURA ",NA,NA
"21561","DIE LUSTIGEN WEIBER VON WINDSOR ","5.9","11"
"21562","DAS KALTE HERZ ","6.1","350"
"21563","DIE VON KRANICHSEE ","5.6","7"
"21564","FAMILIE BENTHIN ","6.5","13"
"21565","Bürgermeister Anna ","7.5","13"
"21566","KEZUNKBE VETTUKA BEKE UGYET ",NA,NA
"21567","IL PROCURATORE GENERALE ",NA,NA
"21568","14 Juillet 1953 ",NA,NA
"21569","IL NOME DELL'AMORE ","6.8","1444"
"21570","PORTAMI IN CITTA' ","6.7","223"
"21571","MEETME AT THE FAIR ","6.5","88"
"21572","Il giardino del piacere ","6","1816"
"21573","C'era una volta ... ","7.4","17"
"21574","LA STANZETTA SUL RETRO ","7.4","1671"
"21575","So dove sto andando ",NA,NA
"21576","Un racconto di Canterbury ","7.6","4378"
"21577","Viaggio a Tokyo ","8.2","41718"
"21578","Il sapore del riso al tè verde ","7.9","1757"
"21579","Il tempo del raccolto del grano ","8.2","5913"
"21580","LE SORELLE MUNEKATA ","7.5","649"
"21581","Tarda primavera ","8.3","11610"
"21582","UNA GALLINA NEL VENTO ","7.7","1069"
"21583","Chi è di un inquilino ","7.9","1487"
"21584","QUANDO NESSUNO CI VEDE ",NA,NA
"21585","PERUGIA ",NA,NA
"21586","FINESTRE ","6.8","572"
"21587","Bagnaia, villagio italiano ",NA,NA
"21588","COSTRUIAMO LA SCUOLA CENTRALE SINDACALE ",NA,NA
"21589","SINFONIA DELLA CITTA' ",NA,NA
"21590","UNA RAGAZZA IN OGNI PORTO ","5.3","480"
"21591","Copacabana ","6.2","1023"
"21592","All-Star Bond Rally ","7.2","47"
"21593","NEW FACES ","5.3","10"
"21594","CRUISIN' DOWN THE RIVER ","6.8","36"
"21595","SOUND OFF ","5.5","57"
"21596","JULIETTE ","7.7","10018"
"21597","GIOVINEZZA ",NA,NA
"21598","LA TESTA ","7.4","80"
"21599","IL GIURAMENTO DEI GIOVANI ",NA,NA
"21600","SUI MONTI DI ALA - TAU ",NA,NA
"21601","1 aprile 2000 ","6","160"
"21602","LA SCUOLA DEI PORTALETTERE ","7.4","1752"
"21603","LA CORSA DELLA PACE VARSAVIA-BERLINO-PRAGA ",NA,NA
"21604","L'amicizia vincerà ",NA,NA
"21605","DIE BUNTKARIERTEN ","6.5","41"
"21606","DIE BRUCKE ","7.8","6216"
"21607","DIE BLAUEN SCHWERTER ",NA,NA
"21608","DER BIBERPELZ ","7.7","6"
"21609","DER AUFTRAG HOGLERS ",NA,NA
"21610","UND WIEDER 48! ","6.4","5"
"21611","STRASSEN-BEKANNTSCHAFT ",NA,NA
"21612","La pace vincerà la guerra ",NA,NA
"21613","PRIMI ANNI ","4","171"
"21614","INDONESIA CHIAMA ",NA,NA
"21615","IL TITANO, STORIA DI MICHELANGELO ","7.3","43"
"21616","LA STORIA DELLA LOUISIANA ",NA,NA
"21617","GUERNICA ","5.8","1850"
"21618","UNA DELEGAZIONE AGRARIA SOVIETICA ",NA,NA
"21619","La causa della pace è nelle nostre mani ",NA,NA
"21620","L'AMABILE INGENUA ","6.5","33"
"21621","IL PAESE DI DIO ","5.6","24"
"21622","MERAVIGLIOSA ILLUSIONE ","7.5","39"
"21623","SAN DIEGO, I LOVE YOU ","6.8","105"
"21624","Questo è cinema ",NA,NA
"21625","UN DUELLO MORTALE ","7.3","4323"
"21626","You're My Everything ","6.3","104"
"21627","Il signor Pu ","6.6","41"
"21628","La donna che toccava le gambe ",NA,NA
"21629","MARCIA NUZIALE ","7","136"
"21630","Bungawan soro ","6.6","5"
"21631","Trecentosessantacinque notti ",NA,NA
"21632","MILLE E UNA NOTTE CON LA TOHO ",NA,NA
"21633","I fiori si schiudono ",NA,NA
"21634","Le ragazzine modello ",NA,NA
"21635","PRESENTAZIONE, OVVERO CHARLOTTE E LA SUA BISTECCA ",NA,NA
"21636","JOURNAL D'UN SCELERAT ",NA,NA
"21637","Un bacio per Corliss ","6.2","299"
"21638","Presi nella morsa ",NA,NA
"21639","Il grande alleato ","5.9","274"
"21640","Night Unto Night ","5.6","285"
"21641","HITLER LIVES? ","5.3","243"
"21642","UNA STELLA NELLA NOTTE ","7.8","692"
"21643","CONFIRM OR DENY ","6.5","196"
"21644","PARK ROW ","7.4","1193"
"21645","Bonifacius VIII ",NA,NA
"21646","IL RICHIAMO DELL'ETERE ",NA,NA
"21647","1-2-3 Fuori! ",NA,NA
"21648","PROFONDITA' MISTERIOSE ","6.4","17"
"21649","UN'ARMA NELLA SUA MANO ","6.5","174"
"21650","UN LEONE PER LA STRADA ","6.3","522"
"21651","UNA DOMENICA POMERIGGIO ","5.9","142"
"21652","La tromba squilla a mezzanotte ","6.8","1052"
"21653","LA NOSTRA GUERRA ",NA,NA
"21654","IL CASTELLO ","6.9","63852"
"21655","1848 ",NA,NA
"21656","SCANDALO ","6.8","278"
"21657","L'ANGELO UBRIACO ","7.8","8377"
"21658","UNA MERAVIGLIOSA DOMENICA ","7.3","2239"
"21659","NON RIMPIANGONO LA MIA GIOVINEZZA ",NA,NA
"21660","I COSTRUTTORI DEL DOMANI ",NA,NA
"21661","QUELLI CHE CAMMINAVANO SULLA CODA DELLA TIGRE ",NA,NA
"21662","Zoku Sugata Sanshiro ","6.1","1611"
"21663","Lo spirito più elevato ","5.8","1392"
"21664","VIVERE ","8.3","56670"
"21665","L'IDIOTA ","7.4","3924"
"21666","La nave della morte ","6.1","336"
"21667","La ilusión viaja en tranvía ","7.2","1143"
"21668","Abismos de pasión ","6.6","453"
"21669","Él ",NA,NA
"21670","Subida al cielo ","7.1","1040"
"21671","Una mujer sin amor ","6.2","264"
"21672","Il grande teschio ","7.3","960"
"21673","Gran Casino ","6","612"
"21674","IL MALE DEL SECOLO ","7.8","12"
"21675","L'OROLOGIO ","7.5","1699"
"21676","Incontriamoci a Saint Louis ","7.6","17707"
"21677","IL PONTE DI STORSTROM ","6.3","164"
"21678","THORVALDSEN ","6.1","268"
"21679","DE NAEDE FARGEN ",NA,NA
"21680","LE CHIESE DI CAMPAGNA ",NA,NA
"21681","EHE IM SCHATTEN ","7","124"
"21682","IRGENDWO IN BERLIN ","6.7","100"
"21683","FREIES LAND ","6.1","7"
"21684","A Hundred Thousand Children ",NA,NA
"21685","I BAMBINI DEL PIANO DI SOPRA ",NA,NA
"21686","HENRY ",NA,NA
"21687","Green and Plesant Land ",NA,NA
"21688","L'ACQUA NELLA CAMPAGNA ","6.4","72"
"21689","Paura e desiderio ","5.6","7447"
"21690","Il padre volante ","5.8","3157"
"21691","Il giorno del combattimento ","6.4","3392"
"21692","Aventure malgache ","5.6","1322"
"21693","Bon Voyage ","6.9","4551"
"21694","SALUTE TO FRANCE ","6.2","19"
"21695","La villa dei mostri ","6.8","73"
"21696","La funivia del Faloria ","7.4","36"
"21697","Sette canne e un vestito ",NA,NA
"21698","Two Down and One to Go ","6.5","43"
"21699","KNOW YOUR ENEMY: JAPAN ","5.9","474"
"21700","KNOW YOUR ENEMY: GERMANY ",NA,NA
"21701","WNOW YOUR ALLY: BRITAIN ","6.2","68"
"21702","TUNISIAN VICTORY ","6.7","369"
"21703","IL SOLDATO NEGRO ","5.3","32"
"21704","LA GUERRA VIENE IN AMERICA ",NA,NA
"21705","LA BATTAGLIA DI CINA ",NA,NA
"21706","LA BATTAGLIA DI RUSSIA ","7.2","974"
"21707","IL RITORNO DI VASILI BORTNIKOV ","6.5","52"
"21708","ZUKOVSKIJ ",NA,NA
"21709","TRE INCONTRI ","6.7","7"
"21710","L'AMMIRAGLIO NACHIMOV ","6.8","101"
"21711","IL MEMBRO DEL MATRIMONIO ","7","1124"
"21712","Mio fratello parla con i cavalli ","6.1","207"
"21713","Benjy ","7.2","19"
"21714","RAILROADED! ",NA,NA
"21715","La bionda di bambù ","5.8","268"
"21716","STRANGE IMPERSONATION ","6.5","497"
"21717","SING YOUR WAY HOME ","4.9","173"
"21718","IL CORAGGIO DELLE DUE ","6.5","709"
"21719","STRANGERS IN THE NIGHT ","6.5","359"
"21720","LA STELLA DI MARE ",NA,NA
"21721","LA LEGGENDA NERA ",NA,NA
"21722","JAPANESE WAR BRIDE ","6.9","82"
"21723","EMPEZO EN BODA ",NA,NA
"21724","SANTE HANDER INTE HAR ","5.1","316"
"21725","Till glädje ","7.3","1883"
"21726","Sete ","6.7","1664"
"21727","Città della nebbia ",NA,NA
"21728","Musica nel buio ","6.5","962"
"21729","La terra del desiderio ","6.6","913"
"21730","Crisi ","6.5","1822"
"21731","Piove sul nostro amore ","6.7","1072"
"21732","L'ASSEDIO DI BESZTERCE ",NA,NA
"21733","DIE UNBESIEGBAREN ","5.3","133"
"21734","DIE STORENFRIEDE ","8.3","7"
"21735","DAS KLEINE UND DAS GROSSE GLUCK ",NA,NA
"21736","JACKE WIE HOSE ",NA,NA
"21737","DIE GESCHICHTE VOM KLEINEN MUCK ","6.9","471"
"21738","SCHATTEN UBER DEN INSELN ",NA,NA
"21739","GEHEIMAKTEN SOLVAY ",NA,NA
"21740","FRAUENSCHICKSALE ","6.9","22"
"21741","Anna Susanna ",NA,NA
"21742","ZUGVERKEHR UNREGELMASSIG ","6.2","10"
"21743","DAS VERURTEILTE DORF ","5.8","8"
"21744","I RAGAZZI TERRIBILI ","7.2","3191"
"21745","Il silenzio del mare ","7.7","3311"
"21746","VINGT-QUATRE HEURES DE LA VIE D'UN CLOWN ",NA,NA
"21747","IN THE MEANTIME, DARLING ","5.6","151"
"21748","Vittoria alata ","6.7","131"
"21749","VELENO LENTO ",NA,NA
"21750","LE VISITEUR ","6.7","80143"
"21751","Enemy of Women ","4.7","85"
"21752","TORMENTO ","6.9","554"
"21753","LA DEA INSANGUINATA ",NA,NA
"21754","LA CADUTA DI BERLINO ","6.2","338"
"21755","Betly ",NA,NA
"21756","TUTTO IL MONDO RIDE ","7.1","740"
"21757","PETROLINEIDE ",NA,NA
"21758","PAPERINO SUL PIEDE DI GUERRA ",NA,NA
"21759","Tarzan e le amazzoni ","6.8","2162"
"21760","LO SCERIFFO DALLA FRUSTA D'ACCIAIO ","6.4","29"
"21761","LE PISTOLE DI ZORRO ","6.8","57"
"21762","IL SEGRETO DI CRISTOFORO COLOMBO ","5.4","47"
"21763","LA LEONESSA DI CASTIGLIA ","5.4","26"
"21764","FIGLI TRADITI ","5.8","62"
"21765","LA PANTERA DI CASTIGLIA ","5.9","58"
"21766","GIOVANNA LA PAZZA ","6.7","3410"
"21767","TRAGICO INGANNO ","6.8","14"
"21768","LA VIA DEL PENITENZIARIO ",NA,NA
"21769","I gioielli di Madame de... ","8","7642"
"21770","Il piacere ","7.8","3651"
"21771","SGOMENTO ","7.2","3480"
"21772","LETTERA DA UNA SCONOSCIUTA ","8","9689"
"21773","RE IN ESILIO ","6.7","378"
"21774","Amleto ","6.8","19685"
"21775","ENRICO V ","7.6","26025"
"21776","L'INCUBO DEI MAU MAU ","7","314"
"21777","V SQUADRIGLIA HURRICANES ",NA,NA
"21778","Il ribelle ","5.9","14161"
"21779","La cosa di un altro mondo ",NA,NA
"21780","IL SOGNO DEI MIEI VENT'ANNI ","6.2","262"
"21781","EL TIGRE ","6.3","265"
"21782","Apparizione ","6","24"
"21783","IL SIG. BELVEDERE VA IN COLLEGIO ","7","478"
"21784","IL GRANDE GATSBY ","7.3","421264"
"21785","Benvenuto straniero! ","6.9","208"
"21786","LA MIA BRUNETTA PREFERITA ","6.9","2572"
"21787","Così vinsi la guerra ","6.6","703"
"21788","LO STERMINATORE ","6.6","1510"
"21789","LO STRANGOLATORE DI BRIGHTON ","6.3","372"
"21790","L'IMPRONTA DELL'ASSASSINO ","6.7","172"
"21791","LA BELLA E IL BANDITO ","6.6","1004"
"21792","L'AVVENTURIERA DI S. FRANCISCO ",NA,NA
"21793","GIOIA DI VIVERE ","7.4","1273"
"21794","SIAMO TUTTI PECCATORI ","6.7","112"
"21795","IL GRANDE AVENTURIERO ",NA,NA
"21796","IL LUTTO S'ADDICE AD ELETTRA ",NA,NA
"21797","L'ANGELO DEL DOLORE ","7.2","799"
"21798","GIUNGLA UMANA ","5.7","98"
"21799","TRAVERSATA PERICOLOSA ","7","1478"
"21800","L'ULTIMA FRECCIA ","6","524"
"21801","I BANDITI DI POKER FLAT ","6.5","169"
"21802","LA SCONFITTA DI DON GIOVANNI ","4","6"
"21803","Duello nella foresta ","6.5","371"
"21804","Le memorie di un Don Giovanni ","6.3","963"
"21805","IL COVO DEI GANGSTERS ","6.1","92"
"21806","MONDO EQUIVOCO ","6.9","910"
"21807","LA TRATTA DEGLI INNOCENTI ","6.6","173"
"21808","DONNE FUORILEGGE ","5.1","82"
"21809","IL CONTINENTE SCOMPARSO ","3","1169"
"21810","LE FURIE DEL WEST ","5.8","49"
"21811","LO SCERIFFO D'ACCIAIO ","6.4","29"
"21812","IL MONGOLO RIBELLE ","4.9","102"
"21813","SOS JUNGLA ","6.7","56"
"21814","TARZAN E I CACCIATORI D'AVORIO ","5.4","419"
"21815","LA VALANGA DEI SIOUX ","6.2","59"
"21816","Il fuggiasco di Santa Fè ","6.6","397"
"21817","Il figlio di Alì Babà ",NA,NA
"21818","È scomparsa una bambina ",NA,NA
"21819","Bill il selvaggio ","6.5","427"
"21820","DESTINAZIONE LUNA ","4.9","1871"
"21821","Gioventù spavalda ","6.7","202"
"21822","I banditi della città fantasma ",NA,NA
"21823","DANIELE TRA I PELLIROSSE ","6.9","173"
"21824","TARZAN E I CACCIATORI BIANCHI ","6.8","1873"
"21825","Tarzan e la donna leopardo ","6.8","2041"
"21826","Abracadabra ","6.8","78654"
"21827","LICENZA PREMIO ",NA,NA
"21828","IL TIRANNO DI PADOVA ",NA,NA
"21829","Un uomo ritorna ","6.1","8"
"21830","SE CAMILLO LO SAPESSE ",NA,NA
"21831","Il segnale rosso ","5.9","13"
"21832","La pattuglia sperduta ","6.9","2628"
"21833","L'ANGELO NERO ","7","2215"
"21834","Sherlock Holmes ","7.6","537676"
"21835","Come sposare un milionario ","7","18275"
"21836","L'ORFANA SENZA SORRISO ","6.7","395"
"21837","TITANIC ","7.8","923782"
"21838","PRIGIONIERI DELLA PALUDE ","6.8","209"
"21839","Ciò che l'occhio non vede ","7","259"
"21840","TELEFONATA A TRE MOGLI ","7.2","1846"
"21841","UN MONELLO ALLA CORTE D'INGHILTERRA ","7.1","669"
"21842","LA SUA DONNA ","6.7","202"
"21843","...E la vita continua ","7.4","1452"
"21844","LA STRADA PROIBITA ","6.4","347"
"21845","JOHNNY BELINDA ","7.8","3728"
"21846","I quattro rivali ","7.3","1986"
"21847","DISPERATO D'AMORE ","6.9","467"
"21848","PERDUTAMENTE ","7.6","3438"
"21849","UNA LUCE NELL'OMBRA ","7.1","986"
"21850","L'IDOLO CINESE ","7","1382"
"21851","LA MASCHERA DI DIMITRIOS ","7.3","2676"
"21852","I COSPIRATORI ","6.9","2946"
"21853","GRAN COMORA ",NA,NA
"21854","IL FORESTIERO ","6.9","2796"
"21855","Asso pigliatutto ","7.2","999"
"21856","LA SALAMANDRA D'ORO ","6.2","421"
"21857","PRENDI LA MIA VITA ","7.1","208"
"21858","MANI IN ALTO! ","7.9","7"
"21859","L'ASSALTO AL KANSAS PACIFIC ","5.8","528"
"21860","IL RITORNO DEI VENDICATORI ","5.4","75"
"21861","CONTRABBANDO PER L'ORIENTE ","6","208"
"21862","TORCE ROSSE ","6","163"
