"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"Kevin Can Wait ";"2.75";"2016";" Commedia";" USA";" 22 Min";" CBS Television Studios, Sony Pictures Television";" Cancellata";" Kevin James, Taylor Spreitler, Mary-Charles Jones, James DiGiacomo, Ryan Cartwright, Gary Valentine, Leonard Earl Howze, Leah Remini, Erinn Hayes";"                                            Da poco in pensione, Kevin Gable, un ex poliziotto, non vede l'ora di trascorrere del tempo di qualità con la sua famiglia e i suoi altri colleghi non più in servizio. Tuttavia, i suoi piani vanno presto in fumo quando sua figlia maggiore annuncia di aver abbandonato il college per mantenere il suo fidanzato e lui non ha altra scelta se non accoglierli entrambi sotto il suo tetto affinché Kendra continui gli studi. Kevin impara così che la vita tra le mura domestiche può essere più ardua e snervante di quella vissuta nelle strade."
"The Young Pope ";"3.89";"2016";" Drammatico";" Italia";" 55 Min";" Wildside";" Conclusa";" Jude Law, Diane Keaton, James Cromwell, Silvio Orlando, Sebastian Roché, Scott Shepherd, Cécile de France, Javier Cámara, Ludivine Sagnier";"                                            Primo Papa americano della storia, Pio XIII, al secolo Lenny Belardo, è un personaggio complesso e in conflitto con se stesso, talmente conservatore nelle scelte da rasentare l'oscurantismo ma pieno di compassione per i deboli e i poveri. Un uomo molto potente eppure indifferente alle implicazioni della sua autorità, che caparbiamente resiste a coloro i quali blandiscono il Vaticano, Belardo non ha paura di farsi carico della millenaria missione di difendere Dio e il mondo che Lo rappresenta, tanto meno di perdere consensi a causa di questo. Tuttavia, addolorato per la perdita degli affetti personali, vive con il timore costante di poter essere abbandonato anche dal suo stesso Dio."
"Lethal Weapon ";"4.08";"2016";" Drammatico";" USA";" 45 Min";" Warner Bros. Television";" In Lavorazione";" Damon Wayans, Keesha Sharp, Kevin Rahm, Johnathan Fernandez, Michelle Mitchenor, Chandler Kinney, Dante Brown, Seann William Scott, Clayne Crawford";"                                            Addolorato dopo la morte della moglie e del figlio non ancora nato, il detective ed ex Navy SEAL Martin Riggs si trasferisce in California per cominciare una nuova vita presso il Dipartimento di Polizia di Los Angeles. Qui diventa il partner del detective Roger Murtaugh, appena tornato al lavoro dopo un attacco cardiaco che lo ha quasi ucciso. La propensione di Riggs a gettarsi a capofitto nelle cose si scontra con la prudenza di Murtaugh, creando subito tensioni. Tuttavia, più tempo trascorrono lavorando insieme più Murtaugh si rende conto di non essersi mai sentito più vivo negli ultimi anni, mentre Riggs comincia a capire perché il collega sia determinato a tornare a casa vivo alla fine di ogni giornata."
"This Is Us ";"4.24";"2016";" Drammatico";" USA";" 43 Min";" 20th Century Fox Television";" In Lavorazione";" Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz, Justin Hartley, Susan Kelechi Watson, Chris Sullivan, Ron C. Jones, Jon Huertas";"                                            Come Jack, Rebecca, Kevin, Kate, Randall e Beth stanno per scoprire, la vita a volte può sorprenderti. Mentre le loro strade si incrociano e si intrecciano in modi \"curiosi\", questi uomini e queste donne appassionati, angosciati o danneggiati scoprono che molti di loro condividono il giorno del compleanno e molto più di quanto chiunque si aspetterebbe, mettendo alla prova le convinzioni quotidiane di ciascuno sulle persone attorno a loro che pensano di conoscere."
"Conviction ";"3.89";"2016";" Drammatico";" USA";" 43 Min";" ABC Studios";" Cancellata";" Hayley Atwell, Eddie Cahill, Shawn Ashmore, Merrin Dungey, Emily Kinney, Manny Montana, Daniel Franzese";"                                            L'avvocato ed ex First Daughter Hayes Morrison deve suo malgrado accettare l'offerta di lavoro della sua nemesi, l'attraente procuratore distrettuale di New York Conner Wallace, al fine di evitare il carcere per possesso di sostanze stupefacenti e danneggiare la corsa della madre alla carica di senatrice. Lavorando con la squadra di Wallace alla neo costituita Conviction Integrity Unit, Hayes deve ricorrere alla sua mente brillante per esaminare quei casi per i quali sussiste il sospetto concreto che ci sia stato un errore giudiziario, cercando al tempo stesso di cambiare la situazione con la sua potente famiglia."
"Westworld ";"4.23";"2016";" Fantascienza";" USA";" 57 Min";" Warner Bros. Television";" In Lavorazione";" Evan Rachel Wood, Thandie Newton, Jeffrey Wright, James Marsden, Ingrid Bolsø Berdal, Luke Hemsworth, Simon Quarterman, Rodrigo Santoro, Angela Sarafyan";"                                            In una sorta di intersezione tra le sorprendenti promesse del futuro prossimo e un passato tanto primitivo quanto dispotico, un mondo dove qualsiasi appetito - non importa quanto nobile o depravato - può essere appagato, il caos esplode in un avveniristico parco a tema dove le attrazioni principali sono robot estremamente realistici creati per intrattenere quando un virus manda questi ultimi fuori controllo mentre un misterioso antagonista conduce una ricerca pericolosa e complessa. Il Dott. Robert Ford, il brillante, taciturno e complicato direttore creativo di Westworld, lotta per riportare la situazione alla normalità."
"Queen Sugar ";"3.92";"2016";" Drammatico";" USA";" 42 Min";" Warner Horizon Television";" In Lavorazione";" Rutina Wesley, Dawn-Lyen Gardner, Kofi Siriboe, Tina Lifford, Omar J. Dorsey, Dondre Whitfield, Bianca Lawson, Timon Kyle Durrett, Greg Vaughan";"                                            Nova Bordelon è un'attivista e giornalista di talento. La sua vita, quella di suo fratello Ralph Angel, un padre single alle prese con la disoccupazione e i problemi con la madre di suo figlio, distante ed ex tossicodipendente, e degli altri membri della sua famiglia allargata cambiano sensibilmente quando la sorella Charley, una donna moderna madre di un adolescente di nome Micah, lascia Los Angeles e torna nel cuore della Louisiana per rivendicare la sua parte di eredità nell'enorme piantagione di canna da zucchero di famiglia dopo la recente scomparsa del padre."
"Una serie di sfortunati eventi ";"4.06";"2017";" Drammatico";" USA";" 50 Min";" Paramount Television";" Conclusa";" Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, Presley Smith, K. Todd Freeman, Avi Lake, Dylan Kingwell, Lucy Punch";"                                            In seguito alla morte dei genitori in un misterioso incendio nel loro palazzo, i tre giovani orfani Violet, Klaus e Sunny Baudelaire sono affidati a un loro lontano parente, il Conte Olaf. Un uomo inquietante e crudele, Olaf è determinato a sbarazzarsi dei nipoti per mettere le mani sulla loro eredità. Terrorizzati, i bambini si danno alla fuga, trovando rifugio dapprima dall'eccentrico zio Monty. Ma Olaf è alla loro calcagna e i tre affrontano prove e tribolazioni nel tentativo di scoprire gli oscuri segreti della loro famiglia e fermarlo."
"Marvel's Iron Fist ";"4";"2017";" Fantascienza";" USA";" 55 Min";" ABC Studios, Marvel Television";" Cancellata";" Finn Jones, Jessica Henwick, Tom Pelphrey, Jessica Stroup, Sacha Dhawan, Simone Missick, Alice Eve, Rosario Dawson, Ramon Rodriguez";"                                            Tornato a New York City dopo essere scomparso per anni con l'intenzione di ristabilire un rapporto con il suo passato e la sua famiglia, Danny Rand, un miliardario trasformatosi in un monaco buddista ed esperto di arti marziali, combatte contro i criminali e corrotti della città attraverso la sua incredibile padronanza del kung-fu e la capacità di evocare la straordinaria potenza del Pugno d'Acciaio di Iron Fist."
"No Tomorrow ";"3.75";"2016";" Commedia";" USA";" 2016 Min";" CBS Television Studios, Warner Bros. Television";" Cancellata";" Tori Anderson, Joshua Sasse, Jesse Rath, Sarayu Blue, Amy Pietz, Jonathan Langdon";"                                            La giovane Evie, responsabile di successo in un centro di distribuzione, s'innamora di uno spirito libero e amante del brivido, Xavier, scoprendo che lui vive la sua vita al massimo perché convinto che un'apocalisse distruggerà il mondo tra otto mesi e dodici giorni. Il loro legame improbabile porta a esiti comici e struggenti mentre, con l'aiuto dei loro amici, Evie e Xavier intraprendono una missione per sfoltire le rispettive liste delle cose da fare prima di morire."
"Frequency ";"4.03";"2016";" Fantascienza";" USA";" 2016 Min";" Warner Bros. Television";" Cancellata";" Peyton List, Riley Smith, Mekhi Phifer, Anthony Ruivivar, Lenny Jacobson, Devin Kelley, Daniel Bonjour";"                                            Nel 2016, la detective del Dipartimento di Polizia di New York Raimy Sullivan scopre di poter parlare attraverso la radio trasmittente con il padre estraniato, anch'esso un detective, morto nel 1996. I tentativi di lei di salvagli la vita innescano suo malgrado \"effetti farfalla\" che si ripercuotono sul presente, cambiandolo in modi imprevedibili. Per rimediare al danno, Raimy deve lavorare insieme con il padre attraverso il tempo per risolvere un caso di omicidio vecchio di decenni, forgiando con lui una nuova intesa."
"I Medici ";"3.99";"2016";" Drammatico";" Italia, Gran Bretagna";" 50 Min";" Big Light Productions, Lux Vide, Wild Bunch";" In Lavorazione";" Daniel Sharman, Bradley James, Sean Bean, Alessandra Mastronardi, Filippo Nigro, Raoul Bova, Matteo Martari, Synnove Karlsen, Aurora Ruffino";"                                            Giovanni de' Medici è il patriarca di una delle famiglie più illustri e potenti nella Firenze d'inizio XV secolo. All'indomani della sua morte improvvisa, suo figlio Cosimo ne prende il posto come erede designato. Mentre sostituisce Giovanni alla guida della banca da lui fondata e nella Signoria, cercando di capire se seguire le sue orme o liberarsi della sua ombra nella risposta alle ostilità e alle mire espansionistiche delle famiglie nobiliari capitanate da Rinaldo degli Albizzi, colui che un tempo era suo amico, Cosimo indaga segretamente sulla morte del padre dopo aver scoperto che è stato avvelenato."
"Divorce ";"3.85";"2016";" Commedia";" USA";" 30 Min";" Home Box Office (HBO)";" In Lavorazione";" Sarah Jessica Parker, Thomas Haden Church, Molly Shannon, Talia Balsam, Tracy Letts, Charlie Kilgore, Sterling Jerins";"                                            Testimone di un dramma inaspettato, Frances, una moglie e madre di due figli annoiata e insoddisfatta, decide di mettere in discussione la sua vita e il suo matrimonio chiedendo il divorzio dal marito Robert, alquanto incredulo del suo gesto. Nevrotica e poco brillante, Frances non riesce a gestire le conseguenze delle sue azioni, scoprendo che dare un taglio netto e ricominciare tutto da capo è più difficile di quanto pensasse."
"American Housewife ";"3.56";"2016";" Commedia";" USA";" 22 Min";" ABC Studios";" In Lavorazione";" Katy Mixon, Diedrich Bader, Meg Donnelly, Daniel DiMaggio, Julia Butters, Carly Hughes, Ali Wong";"                                            Katie è una moglie e madre di tre figli paffuta e sicura di sé la quale trascorre il suo tempo prendendosi cura della sua famiglia imperfetta nella benestante città di Westport, nel Connecticut, abitata da mogli e figli \"perfetti\". Fortunatamente, il marito Greg la sostiene in ogni modo possibile, lavorando affinché i loro figli non facciano la stessa fine di tutti gli altri. Ma questi sembrano fare del loro meglio per complicare loro la vita, mentre le amiche Angela e Doris aiutano Katie a vedere tutto in prospettiva."
"Crisi in sei scene ";"2.67";"2016";" Commedia";" USA";" 24 Min";" Amazon Studios";" Conclusa";" Woody Allen, Miley Cyrus, Elaine May";"                                            New York, 1960. Mentre gli Stati Uniti d'America attraversano anni turbolenti, le dinamiche e le sensibilità di una tradizionale famiglia della classe media che vive nei sobborghi della città sono stravolte quando Lennie Dale entra nelle loro vite. Una hippie nelle cui vene scorre la rabbia e la ribellione dei giovani dell'epoca, Lennie instaura un rapporto di amore e odio con il patriarca Sidney Muntzinger, un uomo di origini ebraiche sposato con Kay, una psichiatra."
"Papà a tempo pieno ";"3.5";"2016";" Commedia";" USA";" 22 Min";" CBS Television Studios";" In Lavorazione";" Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Kevin Nealon, Stacy Keach, Diana-Maria Riva";"                                            Adam è un imprenditore e padre di famiglia alle prese con la constatazione che crescere i propri figli - che lui considerava piccoli angeli - è più impegnativo di quanto pensasse quando sua moglie Andi torna al lavoro dopo essere stata una mamma a tempo pieno per 13 anni. Kate, la maggiore, è una preadolescente straordinariamente abile nella manipolazione. Il figlio di mezzo, Teddy, non riesce a tenere le mani fuori dai pantaloni nonostante i continui rimproveri. La piccola Emme, invece, non è per niente entusiasta di cominciare l'asilo. In mezzo a tutto questo disordine, Adam si affida agli incoraggiamenti di Andi e ai consigli non sempre corretti del fratello e socio in affari Don, nonché di una coppia di genitori altrettanto stressata, Lowell e Marie."
